ibge_municipio_7,municipio_nome_ibge_seat,uf_sigla_ibge_seat,seat_latitude,seat_longitude,seat_category,seat_subcategory
4126207,Sapopema,PR,-23.9107,-50.5794,Cidade,Sede Municipal
4126256,Sarandi,PR,-23.4431,-51.8728,Cidade,Sede Municipal
4126272,Saudade do Iguaçu,PR,-25.6914,-52.6171,Cidade,Sede Municipal
4126306,Sengés,PR,-24.1152,-49.4714,Cidade,Sede Municipal
4126355,Serranópolis do Iguaçu,PR,-25.4033,-54.0481,Cidade,Sede Municipal
4126405,Sertaneja,PR,-23.0373,-50.8168,Cidade,Sede Municipal
4126504,Sertanópolis,PR,-23.0596,-51.0388,Cidade,Sede Municipal
4126603,Siqueira Campos,PR,-23.6896,-49.8316,Cidade,Sede Municipal
4126652,Sulina,PR,-25.7016,-52.7211,Cidade,Sede Municipal
4126678,Tamarana,PR,-23.7283,-51.094,Cidade,Sede Municipal
4126702,Tamboara,PR,-23.1984,-52.5,Cidade,Sede Municipal
4126801,Tapejara,PR,-23.7364,-52.8676,Cidade,Sede Municipal
4126900,Tapira,PR,-23.3238,-53.0739,Cidade,Sede Municipal
4127007,Teixeira Soares,PR,-25.3743,-50.4613,Cidade,Sede Municipal
4127106,Telêmaco Borba,PR,-24.3294,-50.6217,Cidade,Sede Municipal
4127205,Terra Boa,PR,-23.7662,-52.4465,Cidade,Sede Municipal
4127304,Terra Rica,PR,-22.7263,-52.6229,Cidade,Sede Municipal
4127403,Terra Roxa,PR,-24.165,-54.0974,Cidade,Sede Municipal
4127502,Tibagi,PR,-24.5153,-50.4092,Cidade,Sede Municipal
4127601,Tijucas do Sul,PR,-25.9276,-49.1799,Cidade,Sede Municipal
4127700,Toledo,PR,-24.7227,-53.7403,Cidade,Sede Municipal
4127809,Tomazina,PR,-23.7794,-49.9569,Cidade,Sede Municipal
4127858,Três Barras do Paraná,PR,-25.4226,-53.19,Cidade,Sede Municipal
4127882,Tunas do Paraná,PR,-24.974,-49.0861,Cidade,Sede Municipal
4127908,Tuneiras do Oeste,PR,-23.8705,-52.877,Cidade,Sede Municipal
4127957,Tupãssi,PR,-24.5855,-53.5155,Cidade,Sede Municipal
4127965,Turvo,PR,-25.043,-51.5394,Cidade,Sede Municipal
4128005,Ubiratã,PR,-24.5393,-52.9905,Cidade,Sede Municipal
4128104,Umuarama,PR,-23.7595,-53.3118,Cidade,Sede Municipal
4128203,União da Vitória,PR,-26.2307,-51.0882,Cidade,Sede Municipal
4128302,Uniflor,PR,-23.0832,-52.1575,Cidade,Sede Municipal
4128401,Uraí,PR,-23.2011,-50.796,Cidade,Sede Municipal
4128500,Wenceslau Braz,PR,-23.8773,-49.8041,Cidade,Sede Municipal
4128534,Ventania,PR,-24.2501,-50.2434,Cidade,Sede Municipal
4128559,Vera Cruz do Oeste,PR,-25.0581,-53.8771,Cidade,Sede Municipal
4128609,Verê,PR,-25.8781,-52.9052,Cidade,Sede Municipal
4128625,Alto Paraíso,PR,-23.5059,-53.727,Cidade,Sede Municipal
4128633,Doutor Ulysses,PR,-24.5686,-49.4206,Cidade,Sede Municipal
4128658,Virmond,PR,-25.3825,-52.2047,Cidade,Sede Municipal
4128708,Vitorino,PR,-26.2679,-52.7824,Cidade,Sede Municipal
4128807,Xambrê,PR,-23.7321,-53.4946,Cidade,Sede Municipal
4200051,Abdon Batista,SC,-27.6113,-51.0222,Cidade,Sede Municipal
4200101,Abelardo Luz,SC,-26.5663,-52.3271,Cidade,Sede Municipal
4200200,Agrolândia,SC,-27.4114,-49.8297,Cidade,Sede Municipal
4200309,Agronômica,SC,-27.2697,-49.7177,Cidade,Sede Municipal
4200408,Água Doce,SC,-26.9979,-51.5494,Cidade,Sede Municipal
4200507,Águas de Chapecó,SC,-27.0742,-52.9879,Cidade,Sede Municipal
4200556,Águas Frias,SC,-26.8819,-52.8595,Cidade,Sede Municipal
4200606,Águas Mornas,SC,-27.6997,-48.8171,Cidade,Sede Municipal
4200705,Alfredo Wagner,SC,-27.7011,-49.3344,Cidade,Sede Municipal
4200754,Alto Bela Vista,SC,-27.4318,-51.9069,Cidade,Sede Municipal
4200804,Anchieta,SC,-26.5351,-53.3319,Cidade,Sede Municipal
4200903,Angelina,SC,-27.5841,-48.9827,Cidade,Sede Municipal
4201000,Anita Garibaldi,SC,-27.6869,-51.13,Cidade,Sede Municipal
4201109,Anitápolis,SC,-27.9027,-49.1283,Cidade,Sede Municipal
4201208,Antônio Carlos,SC,-27.5176,-48.7678,Cidade,Sede Municipal
4201257,Apiúna,SC,-27.0329,-49.386,Cidade,Sede Municipal
4201273,Arabutã,SC,-27.1591,-52.1433,Cidade,Sede Municipal
4201307,Araquari,SC,-26.3703,-48.7227,Cidade,Sede Municipal
4201406,Araranguá,SC,-28.9352,-49.4854,Cidade,Sede Municipal
4201505,Armazém,SC,-28.2626,-49.0165,Cidade,Sede Municipal
4201604,Arroio Trinta,SC,-26.931,-51.3352,Cidade,Sede Municipal
4201653,Arvoredo,SC,-27.0745,-52.4575,Cidade,Sede Municipal
4201703,Ascurra,SC,-26.9565,-49.3766,Cidade,Sede Municipal
4201802,Atalanta,SC,-27.4205,-49.7817,Cidade,Sede Municipal
4201901,Aurora,SC,-27.316,-49.6377,Cidade,Sede Municipal
4201950,Balneário Arroio do Silva,SC,-28.9875,-49.4132,Cidade,Sede Municipal
4202008,Balneário Camboriú,SC,-26.9908,-48.6343,Cidade,Sede Municipal
4202057,Balneário Barra do Sul,SC,-26.4597,-48.6068,Cidade,Sede Municipal
4202073,Balneário Gaivota,SC,-29.1569,-49.5793,Cidade,Sede Municipal
4202081,Bandeirante,SC,-26.7678,-53.6393,Cidade,Sede Municipal
4202099,Barra Bonita,SC,-26.6531,-53.4399,Cidade,Sede Municipal
4202107,Barra Velha,SC,-26.6332,-48.6846,Cidade,Sede Municipal
4202131,Bela Vista do Toldo,SC,-26.2738,-50.4652,Cidade,Sede Municipal
4202156,Belmonte,SC,-26.8425,-53.5761,Cidade,Sede Municipal
4202206,Benedito Novo,SC,-26.7817,-49.3646,Cidade,Sede Municipal
4202305,Biguaçu,SC,-27.4956,-48.6548,Cidade,Sede Municipal
4202404,Blumenau,SC,-26.9144,-49.0693,Cidade,Sede Municipal
4202438,Bocaina do Sul,SC,-27.7442,-49.9444,Cidade,Sede Municipal
4202453,Bombinhas,SC,-27.1522,-48.5011,Cidade,Sede Municipal
4202503,Bom Jardim da Serra,SC,-28.3371,-49.6257,Cidade,Sede Municipal
4202537,Bom Jesus,SC,-26.737,-52.3951,Cidade,Sede Municipal
4202578,Bom Jesus do Oeste,SC,-26.693,-53.0964,Cidade,Sede Municipal
4202602,Bom Retiro,SC,-27.7967,-49.4902,Cidade,Sede Municipal
4202701,Botuverá,SC,-27.2001,-49.0745,Cidade,Sede Municipal
4202800,Braço do Norte,SC,-28.2763,-49.1657,Cidade,Sede Municipal
4202859,Braço do Trombudo,SC,-27.3584,-49.8832,Cidade,Sede Municipal
4202875,Brunópolis,SC,-27.3129,-50.8369,Cidade,Sede Municipal
4202909,Brusque,SC,-27.0935,-48.9203,Cidade,Sede Municipal
4203006,Caçador,SC,-26.7748,-51.0129,Cidade,Sede Municipal
4203105,Caibi,SC,-27.075,-53.2494,Cidade,Sede Municipal
4203154,Calmon,SC,-26.6029,-51.1011,Cidade,Sede Municipal
4203204,Camboriú,SC,-27.0226,-48.6519,Cidade,Sede Municipal
4203253,Capão Alto,SC,-27.9368,-50.511,Cidade,Sede Municipal
4203303,Campo Alegre,SC,-26.1899,-49.2671,Cidade,Sede Municipal
4203402,Campo Belo do Sul,SC,-27.8996,-50.7595,Cidade,Sede Municipal
4203501,Campo Erê,SC,-26.3994,-53.0872,Cidade,Sede Municipal
4203600,Campos Novos,SC,-27.4015,-51.2266,Cidade,Sede Municipal
4203709,Canelinha,SC,-27.2664,-48.7671,Cidade,Sede Municipal
4203808,Canoinhas,SC,-26.1775,-50.3909,Cidade,Sede Municipal
4203907,Capinzal,SC,-27.3427,-51.6128,Cidade,Sede Municipal
4203956,Capivari de Baixo,SC,-28.4477,-48.9553,Cidade,Sede Municipal
4204004,Catanduvas,SC,-27.0698,-51.6614,Cidade,Sede Municipal
4204103,Caxambu do Sul,SC,-27.1617,-52.879,Cidade,Sede Municipal
4204152,Celso Ramos,SC,-27.6348,-51.3363,Cidade,Sede Municipal
4204178,Cerro Negro,SC,-27.7964,-50.8748,Cidade,Sede Municipal
4204194,Chapadão do Lageado,SC,-27.5854,-49.5461,Cidade,Sede Municipal
4204202,Chapecó,SC,-27.1043,-52.6139,Cidade,Sede Municipal
4204251,Cocal do Sul,SC,-28.6014,-49.3255,Cidade,Sede Municipal
4204301,Concórdia,SC,-27.2314,-52.023,Cidade,Sede Municipal
4204350,Cordilheira Alta,SC,-26.9851,-52.6033,Cidade,Sede Municipal
4204400,Coronel Freitas,SC,-26.9096,-52.7037,Cidade,Sede Municipal
4204459,Coronel Martins,SC,-26.5133,-52.668,Cidade,Sede Municipal
4204509,Corupá,SC,-26.4259,-49.2436,Cidade,Sede Municipal
4204558,Correia Pinto,SC,-27.5924,-50.3603,Cidade,Sede Municipal
4204608,Criciúma,SC,-28.6778,-49.3693,Cidade,Sede Municipal
4204707,Cunha Porã,SC,-26.8928,-53.1709,Cidade,Sede Municipal
4204756,Cunhataí,SC,-26.9713,-53.0944,Cidade,Sede Municipal
4204806,Curitibanos,SC,-27.2834,-50.5815,Cidade,Sede Municipal
4204905,Descanso,SC,-26.8263,-53.4999,Cidade,Sede Municipal
4205001,Dionísio Cerqueira,SC,-26.2532,-53.6401,Cidade,Sede Municipal
4205100,Dona Emma,SC,-26.9857,-49.7242,Cidade,Sede Municipal
4205159,Doutor Pedrinho,SC,-26.7143,-49.4855,Cidade,Sede Municipal
4205175,Entre Rios,SC,-26.7241,-52.5627,Cidade,Sede Municipal
4205191,Ermo,SC,-28.9861,-49.6429,Cidade,Sede Municipal
4205209,Erval Velho,SC,-27.2754,-51.4422,Cidade,Sede Municipal
4205308,Faxinal dos Guedes,SC,-26.8531,-52.261,Cidade,Sede Municipal
4205357,Flor do Sertão,SC,-26.7781,-53.3486,Cidade,Sede Municipal
4205407,Florianópolis,SC,-27.5975,-48.5497,Cidade,Sede Municipal
4205431,Formosa do Sul,SC,-26.6475,-52.7933,Cidade,Sede Municipal
4205456,Forquilhinha,SC,-28.748,-49.4727,Cidade,Sede Municipal
4205506,Fraiburgo,SC,-27.0236,-50.9184,Cidade,Sede Municipal
4205555,Frei Rogério,SC,-27.1734,-50.8063,Cidade,Sede Municipal
4205605,Galvão,SC,-26.4551,-52.6913,Cidade,Sede Municipal
4205704,Garopaba,SC,-28.0237,-48.6135,Cidade,Sede Municipal
4205803,Garuva,SC,-26.029,-48.8557,Cidade,Sede Municipal
4205902,Gaspar,SC,-26.9292,-48.9564,Cidade,Sede Municipal
4206009,Governador Celso Ramos,SC,-27.3165,-48.5585,Cidade,Sede Municipal
4206108,Grão-Pará,SC,-28.1874,-49.2131,Cidade,Sede Municipal
4206207,Gravatal,SC,-28.3301,-49.0361,Cidade,Sede Municipal
4206306,Guabiruba,SC,-27.0864,-48.9781,Cidade,Sede Municipal
4206405,Guaraciaba,SC,-26.6,-53.5216,Cidade,Sede Municipal
4206504,Guaramirim,SC,-26.4725,-48.9947,Cidade,Sede Municipal
4206603,Guarujá do Sul,SC,-26.3855,-53.5288,Cidade,Sede Municipal
4206652,Guatambú,SC,-27.1332,-52.7878,Cidade,Sede Municipal
4206702,Herval d'Oeste,SC,-27.1721,-51.4969,Cidade,Sede Municipal
4206751,Ibiam,SC,-27.1791,-51.2381,Cidade,Sede Municipal
4206801,Ibicaré,SC,-27.094,-51.3678,Cidade,Sede Municipal
4206900,Ibirama,SC,-27.0579,-49.516,Cidade,Sede Municipal
4207007,Içara,SC,-28.7141,-49.2995,Cidade,Sede Municipal
4207106,Ilhota,SC,-26.901,-48.828,Cidade,Sede Municipal
4207205,Imaruí,SC,-28.3438,-48.8147,Cidade,Sede Municipal
4207304,Imbituba,SC,-28.2414,-48.6644,Cidade,Sede Municipal
4207403,Imbuia,SC,-27.492,-49.4232,Cidade,Sede Municipal
4207502,Indaial,SC,-26.8942,-49.2332,Cidade,Sede Municipal
4207577,Iomerê,SC,-27.0054,-51.2416,Cidade,Sede Municipal
4207601,Ipira,SC,-27.4049,-51.7751,Cidade,Sede Municipal
4207650,Iporã do Oeste,SC,-26.9894,-53.5353,Cidade,Sede Municipal
4207684,Ipuaçu,SC,-26.6348,-52.4566,Cidade,Sede Municipal
4207700,Ipumirim,SC,-27.0757,-52.1342,Cidade,Sede Municipal
4207759,Iraceminha,SC,-26.8239,-53.2739,Cidade,Sede Municipal
4207809,Irani,SC,-27.0234,-51.9016,Cidade,Sede Municipal
4207858,Irati,SC,-26.6567,-52.8939,Cidade,Sede Municipal
4207908,Irineópolis,SC,-26.24,-50.8009,Cidade,Sede Municipal
4208005,Itá,SC,-27.275,-52.3406,Cidade,Sede Municipal
4208104,Itaiópolis,SC,-26.3393,-49.9064,Cidade,Sede Municipal
4208203,Itajaí,SC,-26.9048,-48.6555,Cidade,Sede Municipal
4208302,Itapema,SC,-27.0977,-48.6164,Cidade,Sede Municipal
4208401,Itapiranga,SC,-27.1746,-53.7127,Cidade,Sede Municipal
4208450,Itapoá,SC,-26.0819,-48.6055,Cidade,Sede Municipal
4208500,Ituporanga,SC,-27.4155,-49.6022,Cidade,Sede Municipal
4208609,Jaborá,SC,-27.1747,-51.7344,Cidade,Sede Municipal
4208708,Jacinto Machado,SC,-28.9992,-49.7626,Cidade,Sede Municipal
4208807,Jaguaruna,SC,-28.616,-49.0246,Cidade,Sede Municipal
4208906,Jaraguá do Sul,SC,-26.4836,-49.0825,Cidade,Sede Municipal
4208955,Jardinópolis,SC,-26.7214,-52.8604,Cidade,Sede Municipal
4209003,Joaçaba,SC,-27.174,-51.5047,Cidade,Sede Municipal
4209102,Joinville,SC,-26.3012,-48.841,Cidade,Sede Municipal
4209151,José Boiteux,SC,-26.9598,-49.6277,Cidade,Sede Municipal
4209177,Jupiá,SC,-26.3996,-52.7265,Cidade,Sede Municipal
4209201,Lacerdópolis,SC,-27.2608,-51.5567,Cidade,Sede Municipal
4209300,Lages,SC,-27.8169,-50.3258,Cidade,Sede Municipal
4209409,Laguna,SC,-28.4836,-48.7814,Cidade,Sede Municipal
4209458,Lajeado Grande,SC,-26.859,-52.5671,Cidade,Sede Municipal
4209508,Laurentino,SC,-27.2181,-49.7333,Cidade,Sede Municipal
4209607,Lauro Müller,SC,-28.3954,-49.3969,Cidade,Sede Municipal
4209706,Lebon Régis,SC,-26.9339,-50.6961,Cidade,Sede Municipal
4209805,Leoberto Leal,SC,-27.5075,-49.2875,Cidade,Sede Municipal
4209854,Lindóia do Sul,SC,-27.0524,-52.0846,Cidade,Sede Municipal
4209904,Lontras,SC,-27.1699,-49.5429,Cidade,Sede Municipal
4210001,Luiz Alves,SC,-26.7214,-48.9338,Cidade,Sede Municipal
4210035,Luzerna,SC,-27.133,-51.4682,Cidade,Sede Municipal
4210050,Macieira,SC,-26.8562,-51.3758,Cidade,Sede Municipal
4210100,Mafra,SC,-26.123,-49.8064,Cidade,Sede Municipal
4210209,Major Gercino,SC,-27.4176,-48.9529,Cidade,Sede Municipal
4210308,Major Vieira,SC,-26.3653,-50.328,Cidade,Sede Municipal
4210407,Maracajá,SC,-28.8467,-49.4539,Cidade,Sede Municipal
4210506,Maravilha,SC,-26.7604,-53.1743,Cidade,Sede Municipal
4210555,Marema,SC,-26.8029,-52.6255,Cidade,Sede Municipal
4210605,Massaranduba,SC,-26.617,-49.0089,Cidade,Sede Municipal
4210704,Matos Costa,SC,-26.4747,-51.1501,Cidade,Sede Municipal
4210803,Meleiro,SC,-28.8306,-49.6356,Cidade,Sede Municipal
4210852,Mirim Doce,SC,-27.2013,-50.0683,Cidade,Sede Municipal
4210902,Modelo,SC,-26.7753,-53.0529,Cidade,Sede Municipal
4211009,Mondaí,SC,-27.1023,-53.3995,Cidade,Sede Municipal
4211058,Monte Carlo,SC,-27.2217,-50.9793,Cidade,Sede Municipal
4211108,Monte Castelo,SC,-26.46,-50.2326,Cidade,Sede Municipal
4211207,Morro da Fumaça,SC,-28.652,-49.2098,Cidade,Sede Municipal
4211256,Morro Grande,SC,-28.8028,-49.7213,Cidade,Sede Municipal
4211306,Navegantes,SC,-26.9005,-48.6549,Cidade,Sede Municipal
4211405,Nova Erechim,SC,-26.9035,-52.9069,Cidade,Sede Municipal
4211454,Nova Itaberaba,SC,-26.9411,-52.8135,Cidade,Sede Municipal
4211504,Nova Trento,SC,-27.2863,-48.9303,Cidade,Sede Municipal
4211603,Nova Veneza,SC,-28.6372,-49.4975,Cidade,Sede Municipal
4211652,Novo Horizonte,SC,-26.4457,-52.834,Cidade,Sede Municipal
4211702,Orleans,SC,-28.3593,-49.2904,Cidade,Sede Municipal
4211751,Otacílio Costa,SC,-27.505,-50.1135,Cidade,Sede Municipal
4211801,Ouro,SC,-27.3421,-51.6168,Cidade,Sede Municipal
4211850,Ouro Verde,SC,-26.6947,-52.3116,Cidade,Sede Municipal
4211876,Paial,SC,-27.2568,-52.4994,Cidade,Sede Municipal
4211892,Painel,SC,-27.9205,-50.1032,Cidade,Sede Municipal
4211900,Palhoça,SC,-27.6457,-48.6676,Cidade,Sede Municipal
4212007,Palma Sola,SC,-26.3514,-53.2775,Cidade,Sede Municipal
4212056,Palmeira,SC,-27.5843,-50.1599,Cidade,Sede Municipal
4212106,Palmitos,SC,-27.0716,-53.1597,Cidade,Sede Municipal
4212205,Papanduva,SC,-26.4075,-50.1444,Cidade,Sede Municipal
4212239,Paraíso,SC,-26.6151,-53.6739,Cidade,Sede Municipal
4212254,Passo de Torres,SC,-29.3251,-49.7218,Cidade,Sede Municipal
4212270,Passos Maia,SC,-26.7796,-52.06,Cidade,Sede Municipal
4212304,Paulo Lopes,SC,-27.9652,-48.6816,Cidade,Sede Municipal
4212403,Pedras Grandes,SC,-28.4363,-49.184,Cidade,Sede Municipal
4212502,Penha,SC,-26.7711,-48.6469,Cidade,Sede Municipal
4212601,Peritiba,SC,-27.3734,-51.9053,Cidade,Sede Municipal
4212650,Pescaria Brava,SC,-28.3844,-48.8664,Cidade,Sede Municipal
4212700,Petrolândia,SC,-27.5329,-49.6993,Cidade,Sede Municipal
4212809,Balneário Piçarras,SC,-26.7653,-48.6714,Cidade,Sede Municipal
4212908,Pinhalzinho,SC,-26.8511,-52.9866,Cidade,Sede Municipal
4213005,Pinheiro Preto,SC,-27.0448,-51.23,Cidade,Sede Municipal
4213104,Piratuba,SC,-27.4197,-51.777,Cidade,Sede Municipal
4213153,Planalto Alegre,SC,-27.0719,-52.8659,Cidade,Sede Municipal
4213203,Pomerode,SC,-26.7416,-49.1754,Cidade,Sede Municipal
4213302,Ponte Alta,SC,-27.4828,-50.3807,Cidade,Sede Municipal
4213351,Ponte Alta do Norte,SC,-27.1628,-50.4673,Cidade,Sede Municipal
4213401,Ponte Serrada,SC,-26.8705,-52.0155,Cidade,Sede Municipal
4213500,Porto Belo,SC,-27.1547,-48.5421,Cidade,Sede Municipal
4213609,Porto União,SC,-26.2332,-51.0805,Cidade,Sede Municipal
4213708,Pouso Redondo,SC,-27.2584,-49.9345,Cidade,Sede Municipal
4213807,Praia Grande,SC,-29.1975,-49.9507,Cidade,Sede Municipal
4213906,Presidente Castello Branco,SC,-27.2222,-51.81,Cidade,Sede Municipal
4214003,Presidente Getúlio,SC,-27.0468,-49.6232,Cidade,Sede Municipal
4214102,Presidente Nereu,SC,-27.2776,-49.3904,Cidade,Sede Municipal
4214151,Princesa,SC,-26.4446,-53.5999,Cidade,Sede Municipal
4214201,Quilombo,SC,-26.7266,-52.7183,Cidade,Sede Municipal
4214300,Rancho Queimado,SC,-27.6728,-49.0125,Cidade,Sede Municipal
4214409,Rio das Antas,SC,-26.8995,-51.0757,Cidade,Sede Municipal
4214508,Rio do Campo,SC,-26.9493,-50.1432,Cidade,Sede Municipal
4214607,Rio do Oeste,SC,-27.1894,-49.808,Cidade,Sede Municipal
4214706,Rio dos Cedros,SC,-26.741,-49.2719,Cidade,Sede Municipal
4214805,Rio do Sul,SC,-27.2153,-49.6432,Cidade,Sede Municipal
4214904,Rio Fortuna,SC,-28.1322,-49.1043,Cidade,Sede Municipal
4215000,Rio Negrinho,SC,-26.2517,-49.5185,Cidade,Sede Municipal
4215059,Rio Rufino,SC,-27.8643,-49.7832,Cidade,Sede Municipal
4215075,Riqueza,SC,-27.0684,-53.3232,Cidade,Sede Municipal
4215109,Rodeio,SC,-26.924,-49.3687,Cidade,Sede Municipal
4215208,Romelândia,SC,-26.6794,-53.3176,Cidade,Sede Municipal
4215307,Salete,SC,-26.9758,-50.0023,Cidade,Sede Municipal
4215356,Saltinho,SC,-26.6057,-53.0585,Cidade,Sede Municipal
4215406,Salto Veloso,SC,-26.9053,-51.4075,Cidade,Sede Municipal
4215455,Sangão,SC,-28.6385,-49.1287,Cidade,Sede Municipal
4215505,Santa Cecília,SC,-26.9622,-50.4249,Cidade,Sede Municipal
4215554,Santa Helena,SC,-26.9396,-53.6178,Cidade,Sede Municipal
4215604,Santa Rosa de Lima,SC,-28.0395,-49.1259,Cidade,Sede Municipal
4215653,Santa Rosa do Sul,SC,-29.1355,-49.7203,Cidade,Sede Municipal
4215679,Santa Terezinha,SC,-26.7792,-50.0065,Cidade,Sede Municipal
4215687,Santa Terezinha do Progresso,SC,-26.6198,-53.1998,Cidade,Sede Municipal
4215695,Santiago do Sul,SC,-26.6332,-52.6759,Cidade,Sede Municipal
4215703,Santo Amaro da Imperatriz,SC,-27.6889,-48.7783,Cidade,Sede Municipal
4215752,São Bernardino,SC,-26.4728,-52.9667,Cidade,Sede Municipal
4215802,São Bento do Sul,SC,-26.2482,-49.381,Cidade,Sede Municipal
4215901,São Bonifácio,SC,-27.9009,-48.9303,Cidade,Sede Municipal
4216008,São Carlos,SC,-27.0813,-53.005,Cidade,Sede Municipal
4216057,São Cristóvão do Sul,SC,-27.2674,-50.441,Cidade,Sede Municipal
4216107,São Domingos,SC,-26.5604,-52.5309,Cidade,Sede Municipal
4216206,São Francisco do Sul,SC,-26.2434,-48.6386,Cidade,Sede Municipal
4216255,São João do Oeste,SC,-27.0993,-53.5941,Cidade,Sede Municipal
4216305,São João Batista,SC,-27.2761,-48.849,Cidade,Sede Municipal
4216354,São João do Itaperiú,SC,-26.6185,-48.7677,Cidade,Sede Municipal
4216404,São João do Sul,SC,-29.2241,-49.8104,Cidade,Sede Municipal
4216503,São Joaquim,SC,-28.2945,-49.9324,Cidade,Sede Municipal
4216602,São José,SC,-27.6159,-48.6278,Cidade,Sede Municipal
4216701,São José do Cedro,SC,-26.4546,-53.4983,Cidade,Sede Municipal
4216800,São José do Cerrito,SC,-27.6624,-50.5791,Cidade,Sede Municipal
4216909,São Lourenço do Oeste,SC,-26.3557,-52.8484,Cidade,Sede Municipal
4217006,São Ludgero,SC,-28.3264,-49.1766,Cidade,Sede Municipal
4217105,São Martinho,SC,-28.165,-48.9792,Cidade,Sede Municipal
4217154,São Miguel da Boa Vista,SC,-26.6912,-53.2522,Cidade,Sede Municipal
4217204,São Miguel do Oeste,SC,-26.7266,-53.5184,Cidade,Sede Municipal
4217253,São Pedro de Alcântara,SC,-27.5674,-48.8043,Cidade,Sede Municipal
4217303,Saudades,SC,-26.9275,-53.0026,Cidade,Sede Municipal
4217402,Schroeder,SC,-26.4118,-49.0758,Cidade,Sede Municipal
4217501,Seara,SC,-27.1501,-52.3108,Cidade,Sede Municipal
4217550,Serra Alta,SC,-26.7298,-53.0416,Cidade,Sede Municipal
4217600,Siderópolis,SC,-28.5985,-49.4251,Cidade,Sede Municipal
4217709,Sombrio,SC,-29.1145,-49.6332,Cidade,Sede Municipal
4217758,Sul Brasil,SC,-26.7406,-52.9689,Cidade,Sede Municipal
4217808,Taió,SC,-27.1174,-50.0001,Cidade,Sede Municipal
4217907,Tangará,SC,-27.104,-51.2459,Cidade,Sede Municipal
4217956,Tigrinhos,SC,-26.6885,-53.1522,Cidade,Sede Municipal
4218004,Tijucas,SC,-27.2428,-48.6319,Cidade,Sede Municipal
4218103,Timbé do Sul,SC,-28.8326,-49.8469,Cidade,Sede Municipal
4218202,Timbó,SC,-26.8219,-49.2779,Cidade,Sede Municipal
4218251,Timbó Grande,SC,-26.6186,-50.6738,Cidade,Sede Municipal
4218301,Três Barras,SC,-26.1078,-50.3187,Cidade,Sede Municipal
4218350,Treviso,SC,-28.5149,-49.4576,Cidade,Sede Municipal
4218400,Treze de Maio,SC,-28.5591,-49.148,Cidade,Sede Municipal
4218509,Treze Tílias,SC,-26.9995,-51.4073,Cidade,Sede Municipal
4218608,Trombudo Central,SC,-27.3011,-49.792,Cidade,Sede Municipal
4218707,Tubarão,SC,-28.4838,-49.0064,Cidade,Sede Municipal
4218756,Tunápolis,SC,-26.9709,-53.6396,Cidade,Sede Municipal
4218806,Turvo,SC,-28.9276,-49.6781,Cidade,Sede Municipal
4218855,União do Oeste,SC,-26.7625,-52.855,Cidade,Sede Municipal
4218905,Urubici,SC,-28.0156,-49.5924,Cidade,Sede Municipal
4218954,Urupema,SC,-27.9534,-49.8745,Cidade,Sede Municipal
4219002,Urussanga,SC,-28.5203,-49.3208,Cidade,Sede Municipal
4219101,Vargeão,SC,-26.8613,-52.1551,Cidade,Sede Municipal
4219150,Vargem,SC,-27.4914,-50.9762,Cidade,Sede Municipal
4219176,Vargem Bonita,SC,-27.0045,-51.7407,Cidade,Sede Municipal
4219200,Vidal Ramos,SC,-27.3926,-49.3633,Cidade,Sede Municipal
4219309,Videira,SC,-27.0058,-51.1544,Cidade,Sede Municipal
4219358,Vitor Meireles,SC,-26.8815,-49.8332,Cidade,Sede Municipal
4219408,Witmarsum,SC,-26.9272,-49.7965,Cidade,Sede Municipal
4219507,Xanxerê,SC,-26.8766,-52.4049,Cidade,Sede Municipal
4219606,Xavantina,SC,-27.0692,-52.3422,Cidade,Sede Municipal
4219705,Xaxim,SC,-26.9614,-52.5334,Cidade,Sede Municipal
4219853,Zortéa,SC,-27.4538,-51.5541,Cidade,Sede Municipal
4220000,Balneário Rincão,SC,-28.831,-49.231,Cidade,Sede Municipal
4300034,Aceguá,RS,-31.8681,-54.165,Cidade,Sede Municipal
4300059,Água Santa,RS,-28.1764,-52.0346,Cidade,Sede Municipal
4300109,Agudo,RS,-29.6426,-53.2495,Cidade,Sede Municipal
4300208,Ajuricaba,RS,-28.2393,-53.7706,Cidade,Sede Municipal
4300307,Alecrim,RS,-27.6576,-54.7672,Cidade,Sede Municipal
4300406,Alegrete,RS,-29.8016,-55.7969,Cidade,Sede Municipal
4300455,Alegria,RS,-27.8322,-54.0573,Cidade,Sede Municipal
4300471,Almirante Tamandaré do Sul,RS,-28.1111,-52.9148,Cidade,Sede Municipal
4300505,Alpestre,RS,-27.2518,-53.0345,Cidade,Sede Municipal
4300554,Alto Alegre,RS,-28.7767,-52.9912,Cidade,Sede Municipal
4300570,Alto Feliz,RS,-29.3842,-51.3135,Cidade,Sede Municipal
4300604,Alvorada,RS,-29.9982,-51.0773,Cidade,Sede Municipal
4300638,Amaral Ferrador,RS,-30.8768,-52.2538,Cidade,Sede Municipal
4300646,Ametista do Sul,RS,-27.3617,-53.1835,Cidade,Sede Municipal
4300661,André da Rocha,RS,-28.6315,-51.5742,Cidade,Sede Municipal
4300703,Anta Gorda,RS,-28.9705,-52.0055,Cidade,Sede Municipal
4300802,Antônio Prado,RS,-28.8577,-51.283,Cidade,Sede Municipal
4300851,Arambaré,RS,-30.9058,-51.4944,Cidade,Sede Municipal
4300877,Araricá,RS,-29.6158,-50.9279,Cidade,Sede Municipal
